transaction_id,client_id,marchand_id,date_heure,jour_semaine,heure_jour,montant_dzd,devise,type_transaction,categorie_marchand,localisation,pays,wilaya_client,canal_paiement,statut,fraude,raison_fraude,montant_anormal_score,heure_inhabituelle,localisation_etrangere,categorie_risquee,ratio_montant_revenu,revenu_client,anciennete_client_jours
TXN_0002587,CLIENT_00877,MARCH_0049,2023-03-11 10:50:00,Saturday,10,3890.93,DZD,PAIEMENT_FACTURE,ELECTRONIQUE,Mostaganem,Algérie,Mostaganem,CARTE_PHYSIQUE,REUSSIE,0,NON,1.683,0,0,1,0.2683,14504.68,445
TXN_0002588,CLIENT_00826,MARCH_0057,2023-07-16 11:54:00,Sunday,11,7960.1,DZD,ACHAT_CARTE,ESSENCE,Alger,Algérie,Alger,AGENCE,REUSSIE,0,NON,0.313,0,0,0,0.1313,60633.12,101
TXN_0002589,CLIENT_00573,MARCH_0014,2023-01-09 14:33:00,Monday,14,2108.1,DZD,RETRAIT_DAB,SUPERMARCHE,Béjaïa,Algérie,Béjaïa,AGENCE,REUSSIE,0,NON,1.002,0,0,0,0.2002,10530.3,2090
TXN_0002590,CLIENT_00407,MARCH_0163,2023-10-25 09:16:00,Wednesday,9,11712.06,DZD,VIREMENT,HABILLEMENT,Oran,Algérie,Oran,AGENCE,REUSSIE,0,NON,1.225,0,0,0,0.2225,52633.68,862
TXN_0002591,CLIENT_00178,MARCH_0191,2023-02-01 08:29:00,Wednesday,8,7289.92,DZD,RETRAIT_DAB,HABILLEMENT,Oran,Algérie,Oran,AGENCE,REUSSIE,0,NON,0.057,0,0,0,0.1057,68965.81,353
TXN_0002592,CLIENT_00621,MARCH_0056,2023-04-10 14:42:00,Monday,14,14098.27,DZD,RETRAIT_DAB,IMMOBILIER,Alger,Algérie,Alger,DAB,REUSSIE,0,NON,1.413,0,0,1,0.2413,58426.49,3546
TXN_0002593,CLIENT_00920,MARCH_0133,2023-12-23 12:12:00,Saturday,12,4307.04,DZD,PAIEMENT_FACTURE,ELECTRONIQUE,Annaba,Algérie,Annaba,INTERNET_BANKING,REUSSIE,0,NON,0.749,0,0,1,0.1749,24619.34,224
TXN_0002594,CLIENT_00291,MARCH_0000,2023-06-04 17:15:00,Sunday,17,8119.48,DZD,PAIEMENT_EN_LIGNE,ELECTRONIQUE,Sétif,Algérie,Sétif,DAB,REUSSIE,0,NON,0.379,0,0,1,0.1379,58884.84,2839
TXN_0002595,CLIENT_00145,MARCH_0177,2023-03-01 17:37:00,Wednesday,17,4094.85,DZD,ACHAT_CARTE,HABILLEMENT,Alger,Algérie,Alger,CARTE_PHYSIQUE,REUSSIE,0,NON,0.464,0,0,0,0.0536,76344.08,3374
TXN_0002596,CLIENT_00802,MARCH_0037,2023-03-05 13:47:00,Sunday,13,4138.36,DZD,VIREMENT,VOYAGE,Constantine,Algérie,Constantine,MOBILE_BANKING,REUSSIE,0,NON,0.606,0,0,1,0.1606,25768.41,697
TXN_0002597,CLIENT_00676,MARCH_0068,2023-10-04 16:28:00,Wednesday,16,3677.59,DZD,RETRAIT_DAB,ELECTRONIQUE,Blida,Algérie,Blida,MOBILE_BANKING,REUSSIE,0,NON,1.332,0,0,1,0.2332,15771.81,711
TXN_0002598,CLIENT_00645,MARCH_0018,2023-05-29 17:03:00,Monday,17,4788.77,DZD,ACHAT_CARTE,SUPERMARCHE,Oran,Algérie,Oran,MOBILE_BANKING,REUSSIE,0,NON,0.058,0,0,0,0.1058,45243.31,2916
TXN_0002599,CLIENT_00100,MARCH_0172,2023-02-04 11:01:00,Saturday,11,12544.85,DZD,PAIEMENT_FACTURE,IMMOBILIER,Alger,Algérie,Alger,INTERNET_BANKING,REUSSIE,0,NON,0.202,0,0,1,0.1202,104342.38,1950
TXN_0002600,CLIENT_00321,MARCH_0146,2023-01-05 13:31:00,Thursday,13,7905.12,DZD,PAIEMENT_FACTURE,PHARMACIE,Béjaïa,Algérie,Béjaïa,CARTE_PHYSIQUE,REUSSIE,0,NON,0.364,0,0,0,0.1364,57965.33,749
TXN_0002601,CLIENT_00795,MARCH_0068,2023-11-27 15:36:00,Monday,15,7688.66,DZD,ACHAT_CARTE,ELECTRONIQUE,Sétif,Algérie,Sétif,MOBILE_BANKING,REUSSIE,0,NON,2.302,0,0,1,0.3302,23283.53,362
TXN_0002602,CLIENT_00870,MARCH_0130,2023-08-19 08:47:00,Saturday,8,7736.56,DZD,PAIEMENT_FACTURE,HABILLEMENT,Constantine,Algérie,Constantine,DAB,REUSSIE,0,NON,0.389,0,0,0,0.1389,55716.93,1476
TXN_0002603,CLIENT_00168,MARCH_0122,2023-03-01 08:19:00,Wednesday,8,10578.56,DZD,ACHAT_CARTE,PHARMACIE,Alger,Algérie,Alger,INTERNET_BANKING,REUSSIE,0,NON,2.277,0,0,0,0.3277,32280.36,1691
TXN_0002604,CLIENT_00614,MARCH_0100,2023-01-23 12:12:00,Monday,12,7655.49,DZD,ACHAT_CARTE,VOYAGE,Constantine,Algérie,Constantine,AGENCE,REUSSIE,0,NON,0.355,0,0,1,0.1355,56488.82,865
TXN_0002605,CLIENT_00781,MARCH_0099,2023-12-28 19:51:00,Thursday,19,21071.15,DZD,ACHAT_CARTE,ELECTRONIQUE,Oran,Algérie,Oran,INTERNET_BANKING,REUSSIE,0,NON,1.591,0,0,1,0.2591,81318.3,2473
TXN_0002606,CLIENT_00342,MARCH_0006,2023-01-17 17:20:00,Tuesday,17,3877.45,DZD,ACHAT_CARTE,RESTAURANT,Alger,Algérie,Alger,MOBILE_BANKING,REUSSIE,0,NON,0.308,0,0,0,0.0692,56000.82,1379
TXN_0002607,CLIENT_00082,MARCH_0075,2023-02-09 15:37:00,Thursday,15,5472.95,DZD,ACHAT_CARTE,ELECTRONIQUE,Constantine,Algérie,Constantine,INTERNET_BANKING,REUSSIE,0,NON,0.1,0,0,1,0.09,60801.06,1938
TXN_0002608,CLIENT_00417,MARCH_0198,2023-05-16 16:41:00,Tuesday,16,7196.02,DZD,RETRAIT_DAB,RESTAURANT,Oran,Algérie,Oran,CARTE_PHYSIQUE,REUSSIE,0,NON,2.162,0,0,0,0.3162,22760.01,2530
TXN_0002609,CLIENT_00453,MARCH_0164,2023-08-23 08:10:00,Wednesday,8,4705.49,DZD,ACHAT_CARTE,IMMOBILIER,Alger,Algérie,Alger,INTERNET_BANKING,REUSSIE,0,NON,0.652,0,0,1,0.1652,28478.71,1986
TXN_0002610,CLIENT_00286,MARCH_0069,2023-09-30 13:52:00,Saturday,13,3993.38,DZD,RETRAIT_DAB,PHARMACIE,Batna,Algérie,Batna,MOBILE_BANKING,REUSSIE,0,NON,0.646,0,0,0,0.1646,24257.51,571
TXN_0002611,CLIENT_00166,MARCH_0014,2023-11-02 11:59:00,Thursday,11,6417.36,DZD,ACHAT_CARTE,SUPERMARCHE,Alger,Algérie,Alger,CARTE_PHYSIQUE,REUSSIE,0,NON,0.219,0,0,0,0.1219,52646.27,1112
TXN_0002612,CLIENT_00883,MARCH_0105,2023-07-28 13:03:00,Friday,13,10597.24,DZD,RETRAIT_DAB,SUPERMARCHE,Sétif,Algérie,Sétif,CARTE_PHYSIQUE,REUSSIE,0,NON,0.947,0,0,0,0.1947,54439.82,1967
TXN_0002613,CLIENT_00094,MARCH_0190,2023-11-15 13:18:00,Wednesday,13,9463.76,DZD,VIREMENT,VOYAGE,Alger,Algérie,Alger,INTERNET_BANKING,REUSSIE,0,NON,0.639,0,0,1,0.1639,57751.75,3238
TXN_0002614,CLIENT_00945,MARCH_0012,2023-06-06 22:40:00,Tuesday,22,6395.77,DZD,RETRAIT_DAB,HABILLEMENT,Alger,Algérie,Alger,DAB,REUSSIE,0,NON,0.127,0,0,0,0.0873,73255.48,2330
TXN_0002615,CLIENT_00796,MARCH_0067,2023-05-13 11:40:00,Saturday,11,7762.86,DZD,PAIEMENT_FACTURE,RESTAURANT,Oran,Algérie,Oran,INTERNET_BANKING,REUSSIE,0,NON,1.232,0,0,0,0.2232,34782.86,3421
TXN_0002616,CLIENT_00993,MARCH_0049,2023-12-06 11:06:00,Wednesday,11,5844.68,DZD,RETRAIT_DAB,ELECTRONIQUE,Oran,Algérie,Oran,CARTE_PHYSIQUE,REUSSIE,0,NON,1.363,0,0,1,0.2363,24729.66,2977
TXN_0002617,CLIENT_00953,MARCH_0080,2023-10-14 10:18:00,Saturday,10,5201.82,DZD,PAIEMENT_FACTURE,RESTAURANT,Sétif,Algérie,Sétif,CARTE_PHYSIQUE,REUSSIE,0,NON,1.521,0,0,0,0.2521,20632.56,1730
TXN_0002618,CLIENT_00410,MARCH_0027,2023-10-10 18:19:00,Tuesday,18,5159.29,DZD,PAIEMENT_FACTURE,PHARMACIE,Sétif,Algérie,Sétif,MOBILE_BANKING,REUSSIE,0,NON,0.643,0,0,0,0.1643,31398.94,3639
TXN_0002619,CLIENT_00920,MARCH_0042,2023-10-26 21:35:00,Thursday,21,5696.61,DZD,ACHAT_CARTE,RESTAURANT,Annaba,Algérie,Annaba,CARTE_PHYSIQUE,REUSSIE,0,NON,1.314,0,0,0,0.2314,24619.34,224
TXN_0002620,CLIENT_00224,MARCH_0192,2023-05-23 14:23:00,Tuesday,14,8266.5,DZD,VIREMENT,VOYAGE,Alger,Algérie,Alger,AGENCE,REUSSIE,0,NON,0.742,0,0,1,0.1742,47467.03,3014
TXN_0002621,CLIENT_00478,MARCH_0126,2023-06-28 12:29:00,Wednesday,12,9709.76,DZD,PAIEMENT_EN_LIGNE,VOYAGE,Batna,Algérie,Batna,CARTE_PHYSIQUE,REUSSIE,0,NON,1.662,0,0,1,0.2662,36481.8,1290
TXN_0002622,CLIENT_00458,MARCH_0019,2023-10-27 13:24:00,Friday,13,10807.48,DZD,RETRAIT_DAB,ESSENCE,Annaba,Algérie,Annaba,CARTE_PHYSIQUE,REUSSIE,0,NON,1.198,0,0,0,0.2198,49170.71,2493
TXN_0002623,CLIENT_00743,MARCH_0043,2023-11-05 19:18:00,Sunday,19,7300.31,DZD,ACHAT_CARTE,VOYAGE,Annaba,Algérie,Annaba,CARTE_PHYSIQUE,REUSSIE,0,NON,1.476,0,0,1,0.2476,29483.28,809
TXN_0002624,CLIENT_00522,MARCH_0011,2023-09-05 11:00:00,Tuesday,11,2904.72,DZD,ACHAT_CARTE,ELECTRONIQUE,Annaba,Algérie,Annaba,CARTE_PHYSIQUE,ECHOUEE,0,NON,0.637,0,0,1,0.1637,17744.27,3590
TXN_0002625,CLIENT_00242,MARCH_0115,2023-11-07 11:56:00,Tuesday,11,4457.92,DZD,ACHAT_CARTE,HABILLEMENT,Constantine,Algérie,Constantine,CARTE_PHYSIQUE,REUSSIE,0,NON,0.456,0,0,0,0.1456,30616.59,3092
TXN_0002626,CLIENT_00110,MARCH_0036,2023-03-07 08:01:00,Tuesday,8,11854.46,DZD,VIREMENT,VOYAGE,Batna,Algérie,Batna,MOBILE_BANKING,REUSSIE,0,NON,2.315,0,0,1,0.3315,35762.28,2898
TXN_0002627,CLIENT_00937,MARCH_0047,2023-05-25 14:04:00,Thursday,14,2734.92,DZD,VIREMENT,VOYAGE,Mostaganem,Algérie,Mostaganem,MOBILE_BANKING,REUSSIE,0,NON,1.23,0,0,1,0.223,12263.56,791
TXN_0002628,CLIENT_00915,MARCH_0150,2023-06-06 14:03:00,Tuesday,14,7733.31,DZD,ACHAT_CARTE,SUPERMARCHE,Oran,Algérie,Oran,MOBILE_BANKING,REUSSIE,0,NON,0.778,0,0,0,0.1778,43498.08,2716
TXN_0002629,CLIENT_00952,MARCH_0107,2023-10-24 14:56:00,Tuesday,14,5303.62,DZD,RETRAIT_DAB,PHARMACIE,Béjaïa,Algérie,Béjaïa,INTERNET_BANKING,REUSSIE,0,NON,1.109,0,0,0,0.2109,25151.68,770
TXN_0002630,CLIENT_00748,MARCH_0175,2023-04-05 14:34:00,Wednesday,14,4559.99,DZD,ACHAT_CARTE,ESSENCE,Oran,Algérie,Oran,MOBILE_BANKING,REUSSIE,0,NON,0.11,0,0,0,0.089,51221.25,2916
TXN_0002631,CLIENT_00895,MARCH_0138,2023-07-24 13:55:00,Monday,13,10538.94,DZD,ACHAT_CARTE,VOYAGE,Oran,Algérie,Oran,MOBILE_BANKING,REUSSIE,0,NON,0.115,0,0,1,0.1115,94505.45,456
TXN_0002632,CLIENT_00326,MARCH_0104,2023-10-05 16:13:00,Thursday,16,9305.38,DZD,ACHAT_CARTE,PHARMACIE,Oran,Algérie,Oran,INTERNET_BANKING,ECHOUEE,0,NON,0.01,0,0,0,0.101,92156.43,245
TXN_0002633,CLIENT_00023,MARCH_0126,2023-11-04 11:26:00,Saturday,11,15725.3,DZD,RETRAIT_DAB,VOYAGE,Alger,Algérie,Alger,INTERNET_BANKING,REUSSIE,0,NON,0.049,0,0,1,0.0951,165324.43,1184
TXN_0002634,CLIENT_00697,MARCH_0030,2023-12-29 13:12:00,Friday,13,4319.73,DZD,VIREMENT,PHARMACIE,Tlemcen,Algérie,Tlemcen,MOBILE_BANKING,REUSSIE,0,NON,0.948,0,0,0,0.1948,22177.56,328
TXN_0002635,CLIENT_00241,MARCH_0103,2023-02-20 18:27:00,Monday,18,15198.55,DZD,VIREMENT,HABILLEMENT,Constantine,Algérie,Constantine,DAB,REUSSIE,0,NON,2.336,0,0,0,0.3336,45561.68,1910
TXN_0002636,CLIENT_00782,MARCH_0000,2023-07-19 20:47:00,Wednesday,20,3532.31,DZD,ACHAT_CARTE,ELECTRONIQUE,Blida,Algérie,Blida,INTERNET_BANKING,REUSSIE,0,NON,0.396,0,0,1,0.0604,58445.2,2741
TXN_0002637,CLIENT_00229,MARCH_0161,2023-11-15 10:40:00,Wednesday,10,6614.21,DZD,RETRAIT_DAB,VOYAGE,Tlemcen,Algérie,Tlemcen,CARTE_PHYSIQUE,REUSSIE,0,NON,0.94,0,0,1,0.194,34098.57,2236
TXN_0002638,CLIENT_00894,MARCH_0168,2023-04-04 18:09:00,Tuesday,18,16515.45,DZD,VIREMENT,IMMOBILIER,Alger,Algérie,Alger,MOBILE_BANKING,REUSSIE,0,NON,1.044,0,0,1,0.2044,80802.47,608
TXN_0002639,CLIENT_00107,MARCH_0175,2023-06-18 17:44:00,Sunday,17,17161.59,DZD,RETRAIT_DAB,ESSENCE,Oran,Algérie,Oran,INTERNET_BANKING,REUSSIE,0,NON,0.773,0,0,0,0.1773,96816.4,3302
TXN_0002640,CLIENT_00788,MARCH_0044,2023-12-23 08:47:00,Saturday,8,6363.68,DZD,RETRAIT_DAB,RESTAURANT,Constantine,Algérie,Constantine,CARTE_PHYSIQUE,REUSSIE,0,NON,0.698,0,0,0,0.1698,37468.32,268
TXN_0002641,CLIENT_00467,MARCH_0193,2023-03-28 15:01:00,Tuesday,15,3980.71,DZD,ACHAT_CARTE,ELECTRONIQUE,Annaba,Algérie,Annaba,MOBILE_BANKING,REUSSIE,0,NON,0.925,0,0,1,0.1925,20681.73,3394
TXN_0002642,CLIENT_00274,MARCH_0060,2023-01-29 18:38:00,Sunday,18,12624.26,DZD,RETRAIT_DAB,IMMOBILIER,Alger,Algérie,Alger,CARTE_PHYSIQUE,REUSSIE,0,NON,1.51,0,0,1,0.251,50295.35,30
TXN_0002643,CLIENT_00016,MARCH_0040,2023-10-24 13:22:00,Tuesday,13,2319.92,DZD,PAIEMENT_FACTURE,ESSENCE,Alger,Algérie,Alger,DAB,REUSSIE,0,NON,0.61,0,0,0,0.039,59504.47,3029
TXN_0002644,CLIENT_00974,MARCH_0154,2023-01-22 12:41:00,Sunday,12,6718.68,DZD,ACHAT_CARTE,ELECTRONIQUE,Alger,Algérie,Alger,INTERNET_BANKING,REUSSIE,0,NON,0.372,0,0,1,0.1372,48956.18,698
TXN_0002645,CLIENT_00736,MARCH_0153,2023-10-05 21:40:00,Thursday,21,15997.5,DZD,ACHAT_CARTE,RESTAURANT,Oran,Algérie,Oran,AGENCE,REUSSIE,0,NON,1.02,0,0,0,0.202,79200.25,1289
TXN_0002646,CLIENT_00305,MARCH_0155,2023-02-24 17:59:00,Friday,17,8707.05,DZD,VIREMENT,ELECTRONIQUE,Alger,Algérie,Alger,MOBILE_BANKING,REUSSIE,0,NON,0.761,0,0,1,0.1761,49442.67,689
TXN_0002647,CLIENT_00662,MARCH_0021,2023-05-05 22:34:00,Friday,22,5049.41,DZD,RETRAIT_DAB,PHARMACIE,Béjaïa,Algérie,Béjaïa,MOBILE_BANKING,REUSSIE,0,NON,1.328,0,0,0,0.2328,21690.19,1126
TXN_0002648,CLIENT_00829,MARCH_0192,2023-05-19 15:12:00,Friday,15,5654.39,DZD,RETRAIT_DAB,VOYAGE,Batna,Algérie,Batna,MOBILE_BANKING,REUSSIE,0,NON,0.749,0,0,1,0.1749,32325.05,1329
TXN_0002649,CLIENT_00183,MARCH_0060,2023-08-24 08:21:00,Thursday,8,8471.93,DZD,ACHAT_CARTE,IMMOBILIER,Alger,Algérie,Alger,CARTE_PHYSIQUE,REUSSIE,0,NON,0.377,0,0,1,0.1377,61536.67,1013
TXN_0002650,CLIENT_00787,MARCH_0168,2023-10-04 13:36:00,Wednesday,13,7147.41,DZD,PAIEMENT_FACTURE,IMMOBILIER,Alger,Algérie,Alger,MOBILE_BANKING,REUSSIE,0,NON,0.767,0,0,1,0.1767,40449.61,2530
TXN_0002651,CLIENT_00079,MARCH_0157,2023-08-06 11:33:00,Sunday,11,11007.3,DZD,RETRAIT_DAB,SUPERMARCHE,Alger,Algérie,Alger,AGENCE,REUSSIE,0,NON,0.318,0,0,0,0.1318,83510.47,254
TXN_0002652,CLIENT_00544,MARCH_0126,2023-06-14 19:20:00,Wednesday,19,10888.52,DZD,ACHAT_CARTE,VOYAGE,Alger,Algérie,Alger,MOBILE_BANKING,REUSSIE,0,NON,0.566,0,0,1,0.1566,69517.89,1841
TXN_0002653,CLIENT_00517,MARCH_0127,2023-08-21 17:46:00,Monday,17,4311.09,DZD,ACHAT_CARTE,IMMOBILIER,Alger,Algérie,Alger,INTERNET_BANKING,REUSSIE,0,NON,1.04,0,0,1,0.204,21136.26,177
TXN_0002654,CLIENT_00590,MARCH_0050,2023-09-28 10:08:00,Thursday,10,4003.79,DZD,VIREMENT,ELECTRONIQUE,Batna,Algérie,Batna,INTERNET_BANKING,REUSSIE,0,NON,0.898,0,0,1,0.1898,21093.27,3035
TXN_0002655,CLIENT_00697,MARCH_0134,2023-07-27 08:18:00,Thursday,8,5346.63,DZD,RETRAIT_DAB,ESSENCE,Émirats Arabes Unis,Émirats Arabes Unis,Tlemcen,MOBILE_BANKING,REUSSIE,1,LOCALISATION_ETRANGERE,1.411,0,1,0,0.2411,22177.56,328
TXN_0002656,CLIENT_00904,MARCH_0007,2023-12-09 14:20:00,Saturday,14,13827.77,DZD,PAIEMENT_FACTURE,RESTAURANT,Alger,Algérie,Alger,INTERNET_BANKING,REUSSIE,0,NON,0.579,0,0,0,0.1579,87562.04,332
TXN_0002657,CLIENT_00745,MARCH_0158,2023-10-15 14:10:00,Sunday,14,12684.74,DZD,RETRAIT_DAB,ESSENCE,Tlemcen,Algérie,Tlemcen,CARTE_PHYSIQUE,REUSSIE,0,NON,1.083,0,0,0,0.2083,60892.86,1034
TXN_0002658,CLIENT_00171,MARCH_0071,2023-11-23 14:09:00,Thursday,14,16494.15,DZD,ACHAT_CARTE,PHARMACIE,Constantine,Algérie,Constantine,INTERNET_BANKING,REUSSIE,0,NON,1.983,0,0,0,0.2983,55285.27,3248
TXN_0002659,CLIENT_00274,MARCH_0064,2023-10-25 13:07:00,Wednesday,13,10516.3,DZD,RETRAIT_DAB,ESSENCE,Alger,Algérie,Alger,MOBILE_BANKING,REUSSIE,0,NON,1.091,0,0,0,0.2091,50295.35,30
TXN_0002660,CLIENT_00846,MARCH_0156,2023-04-04 16:03:00,Tuesday,16,8824.55,DZD,RETRAIT_DAB,SUPERMARCHE,Oran,Algérie,Oran,MOBILE_BANKING,REUSSIE,0,NON,1.725,0,0,0,0.2725,32387.98,1210
TXN_0002661,CLIENT_00545,MARCH_0189,2023-05-08 13:19:00,Monday,13,9925.3,DZD,ACHAT_CARTE,SUPERMARCHE,Annaba,Algérie,Annaba,CARTE_PHYSIQUE,REUSSIE,0,NON,1.328,0,0,0,0.2328,42637.43,737
TXN_0002662,CLIENT_00887,MARCH_0049,2023-12-18 16:40:00,Monday,16,3896.75,DZD,PAIEMENT_FACTURE,ELECTRONIQUE,Oran,Algérie,Oran,MOBILE_BANKING,REUSSIE,0,NON,0.023,0,0,1,0.1023,38083.81,3315
TXN_0002663,CLIENT_00414,MARCH_0042,2023-04-03 15:05:00,Monday,15,8927.74,DZD,RETRAIT_DAB,RESTAURANT,Alger,Algérie,Alger,DAB,REUSSIE,0,NON,0.833,0,0,0,0.1833,48699.7,3459
TXN_0002664,CLIENT_00779,MARCH_0086,2023-01-18 12:37:00,Wednesday,12,4201.75,DZD,PAIEMENT_FACTURE,IMMOBILIER,Alger,Algérie,Alger,CARTE_PHYSIQUE,REUSSIE,0,NON,0.608,0,0,1,0.0392,107208.56,623
TXN_0002665,CLIENT_00398,MARCH_0042,2023-09-27 11:38:00,Wednesday,11,6238.53,DZD,ACHAT_CARTE,RESTAURANT,Annaba,Algérie,Annaba,DAB,REUSSIE,0,NON,0.744,0,0,0,0.1744,35776.67,867
TXN_0002666,CLIENT_00711,MARCH_0056,2023-11-16 08:13:00,Thursday,8,7636.13,DZD,RETRAIT_DAB,IMMOBILIER,Annaba,Algérie,Annaba,INTERNET_BANKING,REUSSIE,0,NON,0.09,0,0,1,0.109,70026.0,950
TXN_0002667,CLIENT_00881,MARCH_0129,2023-01-13 15:20:00,Friday,15,14919.54,DZD,VIREMENT,HABILLEMENT,Alger,Algérie,Alger,CARTE_PHYSIQUE,REUSSIE,0,NON,0.813,0,0,0,0.1813,82295.75,574
TXN_0002668,CLIENT_00661,MARCH_0125,2023-02-17 10:04:00,Friday,10,8654.95,DZD,PAIEMENT_EN_LIGNE,IMMOBILIER,Alger,Algérie,Alger,DAB,REUSSIE,0,NON,0.098,0,0,1,0.0902,95949.7,3185
TXN_0002669,CLIENT_00016,MARCH_0156,2023-01-03 13:23:00,Tuesday,13,8248.41,DZD,RETRAIT_DAB,SUPERMARCHE,Alger,Algérie,Alger,INTERNET_BANKING,REUSSIE,0,NON,0.386,0,0,0,0.1386,59504.47,3029
TXN_0002670,CLIENT_00229,MARCH_0001,2023-10-25 08:19:00,Wednesday,8,10653.71,DZD,RETRAIT_DAB,VOYAGE,Tlemcen,Algérie,Tlemcen,CARTE_PHYSIQUE,REUSSIE,0,NON,2.124,0,0,1,0.3124,34098.57,2236
TXN_0002671,CLIENT_00524,MARCH_0147,2023-07-04 08:41:00,Tuesday,8,7085.17,DZD,VIREMENT,RESTAURANT,Annaba,Algérie,Annaba,DAB,REUSSIE,0,NON,2.264,0,0,0,0.3264,21705.28,1188
TXN_0002672,CLIENT_00168,MARCH_0012,2023-06-20 08:45:00,Tuesday,8,9174.54,DZD,VIREMENT,HABILLEMENT,Alger,Algérie,Alger,CARTE_PHYSIQUE,REUSSIE,0,NON,1.842,0,0,0,0.2842,32280.36,1691
TXN_0002673,CLIENT_00812,MARCH_0009,2023-12-19 10:14:00,Tuesday,10,5979.81,DZD,ACHAT_CARTE,SUPERMARCHE,Alger,Algérie,Alger,CARTE_PHYSIQUE,REUSSIE,0,NON,0.236,0,0,0,0.1236,48394.0,1056
TXN_0002674,CLIENT_00300,MARCH_0116,2023-07-17 12:14:00,Monday,12,10244.09,DZD,VIREMENT,IMMOBILIER,Mostaganem,Algérie,Mostaganem,CARTE_PHYSIQUE,REUSSIE,0,NON,2.308,0,0,1,0.3308,30963.96,3205
TXN_0002675,CLIENT_00177,MARCH_0093,2023-06-06 19:28:00,Tuesday,19,4294.92,DZD,ACHAT_CARTE,SUPERMARCHE,Oran,Algérie,Oran,MOBILE_BANKING,REUSSIE,0,NON,0.527,0,0,0,0.1527,28118.16,2860
TXN_0002676,CLIENT_00973,MARCH_0134,2023-07-20 08:21:00,Thursday,8,6127.06,DZD,VIREMENT,ESSENCE,Mostaganem,Algérie,Mostaganem,MOBILE_BANKING,REUSSIE,0,NON,0.73,0,0,0,0.173,35412.74,2947
TXN_0002677,CLIENT_00016,MARCH_0158,2023-09-30 10:02:00,Saturday,10,9205.16,DZD,VIREMENT,ESSENCE,Alger,Algérie,Alger,INTERNET_BANKING,REUSSIE,0,NON,0.547,0,0,0,0.1547,59504.47,3029
TXN_0002678,CLIENT_00111,MARCH_0072,2023-09-07 14:12:00,Thursday,14,11711.59,DZD,VIREMENT,ESSENCE,Alger,Algérie,Alger,CARTE_PHYSIQUE,REUSSIE,0,NON,2.333,0,0,0,0.3333,35133.21,159
TXN_0002679,CLIENT_00467,MARCH_0098,2023-03-13 08:09:00,Monday,8,4367.32,DZD,PAIEMENT_FACTURE,HABILLEMENT,Annaba,Algérie,Annaba,CARTE_PHYSIQUE,REUSSIE,0,NON,1.112,0,0,0,0.2112,20681.73,3394
TXN_0002680,CLIENT_00484,MARCH_0143,2023-08-01 10:00:00,Tuesday,10,7429.28,DZD,VIREMENT,HABILLEMENT,Batna,Algérie,Batna,CARTE_PHYSIQUE,REUSSIE,0,NON,2.461,0,0,0,0.3461,21466.51,2473
TXN_0002681,CLIENT_00278,MARCH_0092,2023-09-27 16:36:00,Wednesday,16,21598.37,DZD,VIREMENT,ELECTRONIQUE,Alger,Algérie,Alger,MOBILE_BANKING,REUSSIE,0,NON,1.209,0,0,1,0.2209,97788.48,1593
TXN_0002682,CLIENT_00356,MARCH_0102,2023-10-21 16:00:00,Saturday,16,5197.63,DZD,ACHAT_CARTE,IMMOBILIER,Béjaïa,Algérie,Béjaïa,CARTE_PHYSIQUE,REUSSIE,0,NON,0.187,0,0,1,0.1187,43787.31,2923
TXN_0002683,CLIENT_00828,MARCH_0198,2023-09-10 12:53:00,Sunday,12,6930.58,DZD,ACHAT_CARTE,RESTAURANT,Constantine,Algérie,Constantine,CARTE_PHYSIQUE,REUSSIE,0,NON,0.914,0,0,0,0.1914,36208.82,1404
TXN_0002684,CLIENT_00518,MARCH_0106,2023-07-05 11:25:00,Wednesday,11,10083.25,DZD,ACHAT_CARTE,VOYAGE,Alger,Algérie,Alger,MOBILE_BANKING,REUSSIE,0,NON,0.433,0,0,1,0.1433,70377.12,3212
TXN_0002685,CLIENT_00171,MARCH_0035,2023-01-31 12:03:00,Tuesday,12,8307.73,DZD,ACHAT_CARTE,HABILLEMENT,Constantine,Algérie,Constantine,CARTE_PHYSIQUE,REUSSIE,0,NON,0.503,0,0,0,0.1503,55285.27,3248
TXN_0002686,CLIENT_00685,MARCH_0071,2023-10-14 18:47:00,Saturday,18,9956.17,DZD,ACHAT_CARTE,PHARMACIE,Oran,Algérie,Oran,MOBILE_BANKING,ECHOUEE,0,NON,1.374,0,0,0,0.2374,41942.45,571
TXN_0002687,CLIENT_00815,MARCH_0081,2023-10-31 16:27:00,Tuesday,16,10007.4,DZD,VIREMENT,VOYAGE,Alger,Algérie,Alger,CARTE_PHYSIQUE,REUSSIE,0,NON,1.71,0,0,1,0.271,36922.03,1640
TXN_0002688,CLIENT_00980,MARCH_0157,2023-06-07 15:00:00,Wednesday,15,4603.22,DZD,PAIEMENT_EN_LIGNE,SUPERMARCHE,Alger,Algérie,Alger,INTERNET_BANKING,REUSSIE,0,NON,0.181,0,0,0,0.1181,38978.63,3242
TXN_0002689,CLIENT_00340,MARCH_0006,2023-01-29 13:17:00,Sunday,13,5978.24,DZD,PAIEMENT_FACTURE,RESTAURANT,Sétif,Algérie,Sétif,DAB,REUSSIE,0,NON,1.321,0,0,0,0.2321,25755.66,1420
